date,temp,co2_noaa,year,co2,co2_growth_prct,methane,nitrous_oxide,energy_per_capita,co2_growth,methane_growth,co2_ma12,temp_ma12,days_since_start
2016-01-01,1.17,402.73,2016,35392.832,-0.03,8652.835,2759.229,20403.568,0.0016664179475700536,0.004234508142601845,401.22499999999997,0.9191666666666668,18627
2016-02-01,1.36,404.25,2016,35392.832,-0.03,8652.835,2759.229,20403.568,0.003774240806495577,0.0,401.5333333333333,0.9566666666666667,18658
2016-03-01,1.35,405.06,2016,35392.832,-0.03,8652.835,2759.229,20403.568,0.0020037105751391504,0.0,401.81,0.9891666666666666,18687
2016-04-01,1.08,407.6,2016,35392.832,-0.03,8652.835,2759.229,20403.568,0.006270675949242133,0.0,402.1641666666667,1.0166666666666666,18718
2016-05-01,0.95,407.9,2016,35392.832,-0.03,8652.835,2759.229,20403.568,0.0007360157016682578,0.0,402.4766666666667,1.03,18748
2016-06-01,0.8,406.99,2016,35392.832,-0.03,8652.835,2759.229,20403.568,-0.002230938955626316,0.0,402.81166666666667,1.0291666666666666,18779
2016-07-01,0.84,404.59,2016,35392.832,-0.03,8652.835,2759.229,20403.568,-0.005896950785031607,0.0,403.0725,1.0383333333333333,18809
2016-08-01,1.01,402.45,2016,35392.832,-0.03,8652.835,2759.229,20403.568,-0.005289305222570984,0.0,403.35083333333336,1.0566666666666666,18840
2016-09-01,0.9,401.23,2016,35392.832,-0.03,8652.835,2759.229,20403.568,-0.0030314324760839506,0.0,403.635,1.0625,18871
2016-10-01,0.86,401.79,2016,35392.832,-0.03,8652.835,2759.229,20403.568,0.0013957081972932883,0.0,403.9099999999999,1.0450000000000002,18901
2016-11-01,0.91,403.72,2016,35392.832,-0.03,8652.835,2759.229,20403.568,0.004803504318176222,0.0,404.1975,1.0333333333333334,18932
2016-12-01,0.86,404.64,2016,35392.832,-0.03,8652.835,2759.229,20403.568,0.0022788070940253924,0.0,404.41249999999997,1.0075,18962
2017-01-01,1.02,406.36,2017,35974.609,1.644,8797.017,2814.724,20616.426,0.0042506919731120085,0.0166629780875287,404.715,0.995,18993
2017-02-01,1.13,406.65,2017,35974.609,1.644,8797.017,2814.724,20616.426,0.0007136529185942653,0.0,404.915,0.9758333333333334,19024
2017-03-01,1.16,407.54,2017,35974.609,1.644,8797.017,2814.724,20616.426,0.002188614287470969,0.0,405.12166666666667,0.96,19052
2017-04-01,0.93,409.22,2017,35974.609,1.644,8797.017,2814.724,20616.426,0.0041222947440742175,0.0,405.25666666666666,0.9475000000000001,19083
2017-05-01,0.91,409.89,2017,35974.609,1.644,8797.017,2814.724,20616.426,0.0016372611309318774,0.0,405.42249999999996,0.9441666666666667,19113
2017-06-01,0.71,409.08,2017,35974.609,1.644,8797.017,2814.724,20616.426,-0.001976139939983912,0.0,405.59666666666664,0.9366666666666666,19144
2017-07-01,0.82,407.33,2017,35974.609,1.644,8797.017,2814.724,20616.426,-0.0042778918548939115,0.0,405.825,0.935,19174
2017-08-01,0.87,405.32,2017,35974.609,1.644,8797.017,2814.724,20616.426,-0.004934573932683595,0.0,406.0641666666666,0.9233333333333333,19205
2017-09-01,0.74,403.57,2017,35974.609,1.644,8797.017,2814.724,20616.426,-0.004317576236060439,0.0,406.2591666666667,0.91,19236
2017-10-01,0.88,403.82,2017,35974.609,1.644,8797.017,2814.724,20616.426,0.0006194712193672292,0.0,406.42833333333334,0.9116666666666666,19266
2017-11-01,0.87,405.31,2017,35974.609,1.644,8797.017,2814.724,20616.426,0.0036897627655887444,0.0,406.5608333333334,0.9083333333333332,19297
2017-12-01,0.93,407.0,2017,35974.609,1.644,8797.017,2814.724,20616.426,0.004169647923811359,0.0,406.7575,0.9141666666666666,19327
2018-01-01,0.82,408.15,2018,36734.004,2.111,8935.43,2814.039,20932.492,0.0028255528255527462,0.01573408349671257,406.9066666666667,0.8975,19358
2018-02-01,0.84,408.52,2018,36734.004,2.111,8935.43,2814.039,20932.492,0.0009065294622074838,0.0,407.0625,0.8733333333333332,19389
2018-03-01,0.88,409.59,2018,36734.004,2.111,8935.43,2814.039,20932.492,0.002619210809752248,0.0,407.2333333333333,0.8500000000000001,19417
2018-04-01,0.88,410.45,2018,36734.004,2.111,8935.43,2814.039,20932.492,0.0020996606362460035,0.0,407.33583333333337,0.8458333333333332,19448
2018-05-01,0.81,411.44,2018,36734.004,2.111,8935.43,2814.039,20932.492,0.002411986843708247,0.0,407.465,0.8374999999999999,19478
2018-06-01,0.76,410.99,2018,36734.004,2.111,8935.43,2814.039,20932.492,-0.0010937196188994802,0.0,407.62416666666667,0.8416666666666667,19509
2018-07-01,0.83,408.9,2018,36734.004,2.111,8935.43,2814.039,20932.492,-0.005085281880337744,0.0,407.75500000000005,0.8424999999999999,19539
2018-08-01,0.78,407.16,2018,36734.004,2.111,8935.43,2814.039,20932.492,-0.004255319148936065,0.0,407.90833333333336,0.8350000000000001,19570
2018-09-01,0.8,405.71,2018,36734.004,2.111,8935.43,2814.039,20932.492,-0.0035612535612536966,0.0,408.08666666666664,0.84,19601
2018-10-01,1.01,406.19,2018,36734.004,2.111,8935.43,2814.039,20932.492,0.0011831110892017715,0.0,408.28416666666664,0.8508333333333332,19631
2018-11-01,0.83,408.21,2018,36734.004,2.111,8935.43,2814.039,20932.492,0.004973042172382369,0.0,408.5258333333333,0.8475,19662
2018-12-01,0.92,409.27,2018,36734.004,2.111,8935.43,2814.039,20932.492,0.0025967026775435276,0.0,408.715,0.8466666666666667,19692
2019-01-01,0.93,411.03,2019,37086.566,0.96,9008.441,2819.104,20956.146,0.004300339629095706,0.008170955398900892,408.955,0.8558333333333334,19723
2019-02-01,0.95,411.96,2019,37086.566,0.96,9008.441,2819.104,20956.146,0.002262608568717628,0.0,409.24166666666673,0.8650000000000001,19754
2019-03-01,1.17,412.18,2019,37086.566,0.96,9008.441,2819.104,20956.146,0.0005340324303331201,0.0,409.4575,0.8891666666666667,19782
2019-04-01,1.01,413.54,2019,37086.566,0.96,9008.441,2819.104,20956.146,0.0032995293318454078,0.0,409.715,0.9,19813
2019-05-01,0.86,414.86,2019,37086.566,0.96,9008.441,2819.104,20956.146,0.003191952410891208,0.0,410.0,0.9041666666666667,19843
2019-06-01,0.9,414.15,2019,37086.566,0.96,9008.441,2819.104,20956.146,-0.0017114207202431064,0.0,410.2633333333333,0.9158333333333334,19874
2019-07-01,0.94,411.96,2019,37086.566,0.96,9008.441,2819.104,20956.146,-0.005287939152480936,0.0,410.51833333333326,0.9250000000000002,19904
2019-08-01,0.95,410.17,2019,37086.566,0.96,9008.441,2819.104,20956.146,-0.004345082046800619,0.0,410.76916666666665,0.9391666666666666,19935
2019-09-01,0.93,408.76,2019,37086.566,0.96,9008.441,2819.104,20956.146,-0.0034375990442987447,0.0,411.0233333333333,0.9500000000000001,19966
2019-10-01,1.0,408.74,2019,37086.566,0.96,9008.441,2819.104,20956.146,-4.892846658177685e-05,0.0,411.23583333333335,0.9491666666666667,19996
2019-11-01,0.99,410.47,2019,37086.566,0.96,9008.441,2819.104,20956.146,0.004232519450017236,0.0,411.4241666666667,0.9625,20027
2019-12-01,1.11,411.97,2019,37086.566,0.96,9008.441,2819.104,20956.146,0.0036543474553560884,0.0,411.64916666666664,0.9783333333333334,20057
2020-01-01,1.18,413.59,2020,35158.23,-5.2,8903.343,2852.967,20032.188,0.003932325169308415,-0.011666613568318884,411.86249999999995,0.9991666666666665,20088
2020-02-01,1.24,414.32,2020,35158.23,-5.2,8903.343,2852.967,20032.188,0.0017650330036993456,0.0,412.05916666666667,1.0233333333333332,20119
2020-03-01,1.18,414.72,2020,35158.23,-5.2,8903.343,2852.967,20032.188,0.0009654373431164931,0.0,412.2708333333333,1.0241666666666667,20148
2020-04-01,1.12,416.42,2020,35158.23,-5.2,8903.343,2852.967,20032.188,0.004099151234567833,0.0,412.51083333333327,1.0333333333333334,20179
2020-05-01,0.99,417.28,2020,35158.23,-5.2,8903.343,2852.967,20032.188,0.0020652226117860994,0.0,412.71250000000003,1.0441666666666667,20209
2020-06-01,0.91,416.58,2020,35158.23,-5.2,8903.343,2852.967,20032.188,-0.0016775306748465502,0.0,412.915,1.0450000000000002,20240
2020-07-01,0.89,414.58,2020,35158.23,-5.2,8903.343,2852.967,20032.188,-0.004800998607710438,0.0,413.1333333333334,1.0408333333333333,20270
2020-08-01,0.86,412.75,2020,35158.23,-5.2,8903.343,2852.967,20032.188,-0.004414105842057037,0.0,413.34833333333336,1.0333333333333334,20301
2020-09-01,0.96,411.5,2020,35158.23,-5.2,8903.343,2852.967,20032.188,-0.0030284675953967666,0.0,413.57666666666665,1.0358333333333334,20332
2020-10-01,0.87,411.49,2020,35158.23,-5.2,8903.343,2852.967,20032.188,-2.4301336573495647e-05,0.0,413.80583333333334,1.0250000000000001,20362
2020-11-01,1.08,413.1,2020,35158.23,-5.2,8903.343,2852.967,20032.188,0.003912610269994454,0.0,414.02500000000003,1.0325,20393
2020-12-01,0.79,414.23,2020,35158.23,-5.2,8903.343,2852.967,20032.188,0.002735415153715781,0.0,414.2133333333333,1.0058333333333334,20423
2021-01-01,0.81,415.49,2021,36866.863,4.86,9089.303,2895.432,20874.295,0.003041788378437049,0.020886536663812683,414.37166666666667,0.9750000000000001,20454
2021-02-01,0.64,416.72,2021,36866.863,4.86,9089.303,2895.432,20874.295,0.0029603600568004484,0.0,414.57166666666666,0.9250000000000002,20485
2021-03-01,0.89,417.61,2021,36866.863,4.86,9089.303,2895.432,20874.295,0.0021357266269916853,0.0,414.8125,0.9008333333333334,20513
2021-04-01,0.76,419.01,2021,36866.863,4.86,9089.303,2895.432,20874.295,0.003352410143435236,0.0,415.02833333333336,0.8708333333333332,20544
2021-05-01,0.79,419.09,2021,36866.863,4.86,9089.303,2895.432,20874.295,0.00019092623087746396,0.0,415.1791666666666,0.8541666666666666,20574
2021-06-01,0.85,418.93,2021,36866.863,4.86,9089.303,2895.432,20874.295,-0.0003817795700207238,0.0,415.375,0.8491666666666666,20605
2021-07-01,0.92,416.9,2021,36866.863,4.86,9089.303,2895.432,20874.295,-0.004845678275607002,0.0,415.5683333333333,0.8516666666666667,20635
2021-08-01,0.81,414.42,2021,36866.863,4.86,9089.303,2895.432,20874.295,-0.005948668745502372,0.0,415.7075,0.8475,20666
2021-09-01,0.92,413.26,2021,36866.863,4.86,9089.303,2895.432,20874.295,-0.0027990927078809236,0.0,415.8541666666667,0.8441666666666667,20697
2021-10-01,0.98,413.9,2021,36866.863,4.86,9089.303,2895.432,20874.295,0.0015486618593620882,0.0,416.055,0.8533333333333334,20727
2021-11-01,0.92,414.97,2021,36866.863,4.86,9089.303,2895.432,20874.295,0.002585165498912856,0.0,416.2108333333333,0.84,20758
2021-12-01,0.87,416.67,2021,36866.863,4.86,9089.303,2895.432,20874.295,0.004096681687832726,0.0,416.4141666666667,0.8466666666666667,20788
2022-01-01,0.91,418.13,2022,37527.773,1.793,9278.556,2881.229,21076.293,0.003503971968224162,0.020821508535913136,416.6341666666667,0.855,20819
2022-02-01,0.89,419.24,2022,37527.773,1.793,9278.556,2881.229,21076.293,0.002654676775165621,0.0,416.8441666666667,0.8758333333333334,20850
2022-03-01,1.04,418.76,2022,37527.773,1.793,9278.556,2881.229,21076.293,-0.001144928918996313,0.0,416.94,0.8883333333333333,20878
2022-04-01,0.83,420.19,2022,37527.773,1.793,9278.556,2881.229,21076.293,0.003414843824625091,0.0,417.03833333333336,0.8941666666666667,20909
2022-05-01,0.84,420.97,2022,37527.773,1.793,9278.556,2881.229,21076.293,0.0018563031009781739,0.0,417.195,0.8983333333333333,20939
2022-06-01,0.92,420.94,2022,37527.773,1.793,9278.556,2881.229,21076.293,-7.126398555723501e-05,0.0,417.36249999999995,0.9041666666666667,20970
2022-07-01,0.94,418.85,2022,37527.773,1.793,9278.556,2881.229,21076.293,-0.004965078158407299,0.0,417.52500000000003,0.9058333333333334,21000
2022-08-01,0.94,417.15,2022,37527.773,1.793,9278.556,2881.229,21076.293,-0.004058732243046537,0.0,417.7525,0.9166666666666666,21031
2022-09-01,0.88,415.91,2022,37527.773,1.793,9278.556,2881.229,21076.293,-0.002972551839865667,0.0,417.97333333333336,0.9133333333333332,21062
2022-10-01,0.97,415.74,2022,37527.773,1.793,9278.556,2881.229,21076.293,-0.0004087422759732062,0.0,418.1266666666667,0.9125,21092
2022-11-01,0.73,417.47,2022,37527.773,1.793,9278.556,2881.229,21076.293,0.004161254630297817,0.0,418.33500000000004,0.8966666666666666,21123
2022-12-01,0.79,418.99,2022,37527.773,1.793,9278.556,2881.229,21076.293,0.0036409801901933214,0.0,418.52833333333336,0.89,21153
2023-01-01,0.87,419.47,2023,38094.039,1.509,9416.93,2911.154,21285.768,0.0011456120671138326,0.014913311942073681,418.64000000000004,0.8866666666666667,21184
2023-02-01,0.96,420.31,2023,38094.039,1.509,9416.93,2911.154,21285.768,0.0020025269983550142,0.0,418.7291666666667,0.8925,21215
2023-03-01,1.23,420.99,2023,38094.039,1.509,9416.93,2911.154,21285.768,0.001617853489091381,0.0,418.91499999999996,0.9083333333333333,21243
2023-04-01,0.99,423.31,2023,38094.039,1.509,9416.93,2911.154,21285.768,0.005510819734435568,0.0,419.175,0.9216666666666667,21274
2023-05-01,0.94,424.0,2023,38094.039,1.509,9416.93,2911.154,21285.768,0.001630011102974116,0.0,419.4275,0.93,21304
2023-06-01,1.08,423.68,2023,38094.039,1.509,9416.93,2911.154,21285.768,-0.0007547169811320531,0.0,419.6558333333334,0.9433333333333334,21335
2023-07-01,1.19,421.83,2023,38094.039,1.509,9416.93,2911.154,21285.768,-0.004366503021148049,0.0,419.9041666666667,0.9641666666666665,21365
2023-08-01,1.19,419.68,2023,38094.039,1.509,9416.93,2911.154,21285.768,-0.0050968399592252744,0.0,420.115,0.985,21396
2023-09-01,1.48,418.5,2023,38094.039,1.509,9416.93,2911.154,21285.768,-0.002811666031261928,0.0,420.33083333333326,1.035,21427
2023-10-01,1.34,418.82,2023,38094.039,1.509,9416.93,2911.154,21285.768,0.0007646356033452761,0.0,420.58750000000003,1.0658333333333332,21457
2023-11-01,1.4,420.46,2023,38094.039,1.509,9416.93,2911.154,21285.768,0.003915763335084144,0.0,420.83666666666664,1.1216666666666666,21488
2023-12-01,1.35,421.86,2023,38094.039,1.509,9416.93,2911.154,21285.768,0.0033296865337963943,0.0,421.0758333333333,1.1683333333333332,21518
2024-01-01,1.25,422.8,2024,38598.578,1.324,9498.914,2935.779,21653.723,0.0022282273740104053,0.008706022026286675,421.3533333333333,1.2,21549
2024-02-01,1.43,424.55,2024,38598.578,1.324,9498.914,2935.779,21653.723,0.004139072847682224,0.0,421.7066666666667,1.2391666666666667,21580
2024-03-01,1.39,425.38,2024,38598.578,1.324,9498.914,2935.779,21653.723,0.0019550111883170906,0.0,422.07250000000005,1.2525,21609
2024-04-01,1.31,426.51,2024,38598.578,1.324,9498.914,2935.779,21653.723,0.002656448352061691,0.0,422.33916666666664,1.2791666666666666,21640
2024-05-01,1.16,426.9,2024,38598.578,1.324,9498.914,2935.779,21653.723,0.000914398255609461,0.0,422.5808333333334,1.2975,21670
2024-06-01,1.24,426.91,2024,38598.578,1.324,9498.914,2935.779,21653.723,2.3424689622908446e-05,0.0,422.84999999999997,1.3108333333333333,21701
2024-07-01,1.2,425.55,2024,38598.578,1.324,9498.914,2935.779,21653.723,-0.0031856831650699524,0.0,423.16,1.3116666666666668,21731
2024-08-01,1.3,422.99,2024,38598.578,1.324,9498.914,2935.779,21653.723,-0.006015744330865935,0.0,423.4358333333334,1.3208333333333333,21762
2024-09-01,1.23,422.03,2024,38598.578,1.324,9498.914,2935.779,21653.723,-0.002269557199933936,0.0,423.73,1.3,21793
2024-10-01,1.34,422.38,2024,38598.578,1.324,9498.914,2935.779,21653.723,0.0008293249295074911,0.0,424.02666666666664,1.3,21823
2024-11-01,1.29,423.85,2024,38598.578,1.324,9498.914,2935.779,21653.723,0.0034802784222738303,0.0,424.30916666666667,1.2908333333333333,21854
2024-12-01,1.26,425.4,2024,38598.578,1.324,9498.914,2935.779,21653.723,0.003656954111124211,0.0,424.6041666666667,1.2833333333333334,21884
